id,english,polish,level,track,topic_category,material_type,specialism,difficulty_1_5,word_count_en,examples_count,accepted_answers_count,collocations_count,typical_prepositions,translation_check,flags,recommendation
ogólny_b1_0105_i_suggest,I suggest,sugeruję,A2,Ogólny,Rozmowy,zdanie,ogólne,2,2,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
ogólny_b1_0106_i_recommend,I recommend,polecam,A2,Ogólny,Rozmowy,zdanie,ogólne,2,2,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
ogólny_b1_0107_i_noticed,I noticed,zauważyłem,A2,Ogólny,Rozmowy,zdanie,ogólne,2,2,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
ogólny_b1_0108_it_depends,it depends,to zależy,B1,Ogólny,Rozmowy,zwrot,ogólne,3,2,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
ogólny_b1_0109_let_me_check,let me check,"pozwól, że sprawdzę",A2,Ogólny,Rozmowy,zdanie,ogólne,2,3,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0110_cable,cable,przewód,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,3,t; o;  ; /;  ; b; e; t; w; e; e; n,wstępnie kompletne; wymaga końcowej kontroli językowej,"powtórzony angielski zapis – sprawdzić znaczenia | słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0111_power_supply,power supply,zasilacz,A1,Techniczne,techniczne,zwrot,techniczne,2,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0112_socket,socket,gniazdko,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0113_plug,plug,wtyczka,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0114_adapter,adapter,adapter,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,do ręcznej kontroli (identyczny zapis),"identyczny zapis EN/PL – sprawdzić zapożyczenie | słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0115_switch,switch,przełącznik,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0116_camera,camera,kamera,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,3,0,3,o; n;  ; /;  ; a; t,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0117_monitor,monitor,monitor,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,do ręcznej kontroli (identyczny zapis),"identyczny zapis EN/PL – sprawdzić zapożyczenie | słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0118_screen,screen,ekran,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0119_keyboard,keyboard,klawiatura,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0120_mouse,mouse,mysz,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0121_speaker,speaker,głośnik,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0122_microphone,microphone,mikrofon,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0123_headphones,headphones,słuchawki,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0124_printer,printer,drukarka,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0125_scanner,scanner,skaner,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0126_drive,drive,dysk,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0127_memory,memory,pamięć,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0128_processor,processor,procesor,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0129_graphics_card,graphics card,karta graficzna,A1,Techniczne,techniczne,zwrot,techniczne,2,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0130_motherboard,motherboard,płyta główna,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0131_operating_system,operating system,system operacyjny,A1,Techniczne,techniczne,zwrot,techniczne,2,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0132_application,application,aplikacja,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,f; o; r;  ; /;  ; o; n,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0133_browser,browser,przeglądarka,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,i; n,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0134_website,website,strona internetowa,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,o; n,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0135_download,download,pobieranie,A1,Techniczne,techniczne,czasownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0136_upload,upload,wysyłanie,A1,Techniczne,techniczne,czasownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0137_login,login,logowanie,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0138_logout,logout,wylogowanie,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0139_error,error,błąd,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0140_warning,warning,ostrzeżenie,A1,Techniczne,techniczne,rzeczownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0141_restart,restart,restart,A1,Techniczne,techniczne,czasownik,techniczne,2,1,2,0,2,,do ręcznej kontroli (identyczny zapis),"identyczny zapis EN/PL – sprawdzić zapożyczenie | słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0142_shutdown,shutdown,wyłączenie,A1,Techniczne,techniczne,czasownik,techniczne,2,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0143_signal_strength,signal strength,siła sygnału,A1,Techniczne,techniczne,zwrot,techniczne,2,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a1_0144_network_cable,network cable,kabel sieciowy,A1,Techniczne,techniczne,zwrot,techniczne,2,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,"słownictwo specjalistyczne A1 – zostawić w ścieżce technicznej, nie w rdzeniu kursu | brak rejestru językowego",przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0145_ip_address,IP address,adres IP,A2,Techniczne,techniczne,zwrot,techniczne,3,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0146_dns_server,DNS server,serwer DNS,B1,Techniczne,techniczne,zwrot,techniczne,4,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0147_gateway,gateway,brama sieciowa,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0148_firewall,firewall,zapora,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0149_driver,driver,sterownik,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0150_device_manager,device manager,menedżer urządzeń,B1,Techniczne,techniczne,zwrot,techniczne,4,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0151_control_panel,control panel,panel sterowania,A2,Techniczne,techniczne,zwrot,techniczne,3,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0152_task_manager,task manager,menedżer zadań,B1,Techniczne,techniczne,zwrot,techniczne,4,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0153_storage,storage,pamięć masowa,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0154_cloud,cloud,chmura,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0155_sync,sync,synchronizacja,A2,Techniczne,techniczne,czasownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0156_database,database,baza danych,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0157_encryption,encryption,szyfrowanie,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0158_security,security,bezpieczeństwo,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0159_permission_denied,permission denied,odmowa dostępu,B1,Techniczne,techniczne,zwrot,techniczne,4,2,2,0,2,f; o; r;  ; /;  ; t; o,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0160_low_battery,low battery,niski poziom baterii,A2,Techniczne,techniczne,zwrot,techniczne,3,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0161_charging_port,charging port,gniazdo ładowania,A2,Techniczne,techniczne,zwrot,techniczne,3,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0162_voltage,voltage,napięcie,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0163_current,current,prąd,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0164_wire,wire,kabel,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0165_connector,connector,złącze,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0166_mounting_bracket,mounting bracket,uchwyt montażowy,B1,Techniczne,techniczne,zwrot,techniczne,4,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0167_ladder,ladder,drabina,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,3,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0168_drill,drill,wiertarka,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0169_screw,screw,śruba,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0170_wall_plug,wall plug,kołek rozporowy,A2,Techniczne,techniczne,zwrot,techniczne,3,2,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0171_ceiling,ceiling,sufit,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0172_wall,wall,ściana,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0173_chimney,chimney,komin,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_a2_0174_antenna,antenna,antena,A2,Techniczne,techniczne,rzeczownik,techniczne,3,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0175_receiver,receiver,odbiornik,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0176_transmitter,transmitter,nadajnik,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0177_coverage,coverage,zasięg,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,i; n;  ; /;  ; a; c; r; o; s; s,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0178_interference,interference,zakłócenia,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,f; r; o; m;  ; /;  ; w; i; t; h,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0179_measurement,measurement,pomiar,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,o; f,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0180_configuration,configuration,konfiguracja,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,o; f;  ; /;  ; f; o; r,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0181_diagnostics,diagnostics,diagnostyka,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,o; n;  ; /;  ; f; o; r,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0182_maintenance,maintenance,konserwacja,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,o; f;  ; /;  ; o; n,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0183_replacement,replacement,wymiana,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,f; o; r,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0184_fault,fault,usterka,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,i; n;  ; /;  ; w; i; t; h,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
techniczne_b1_0185_damage,damage,uszkodzenie,B1,Techniczne,techniczne,rzeczownik,techniczne,4,1,2,0,2,t; o,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0186_i_will_be_there_at_ten,I will be there at ten,Będę tam o dziesiątej,A2,Praca,zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0187_please_send_me_the_address,Please send me the address,Proszę wysłać mi adres,A2,Praca,zdania,zdanie,zawodowe,3,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0188_i_am_on_my_way,I am on my way,Jestem w drodze,A2,Praca,zdania,zdanie,zawodowe,3,5,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0189_i_am_running_late,I am running late,Spóźnię się,A2,Praca,zdania,zdanie,zawodowe,3,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0190_can_we_change_the_appointment,Can we change the appointment?,Czy możemy zmienić termin?,A2,Praca,zdania,zdanie,zawodowe,3,5,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0191_the_price_depends_on_the_work,The price depends on the work,Cena zależy od zakresu pracy,A2,Praca,zdania,zdanie,zawodowe,3,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0192_i_need_more_information,I need more information,Potrzebuję więcej informacji,A2,Praca,zdania,zdanie,zawodowe,3,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0193_please_confirm_the_date,Please confirm the date,Proszę potwierdzić datę,A2,Praca,zdania,zdanie,zawodowe,3,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0194_the_device_is_not_working,The device is not working,Urządzenie nie działa,A2,Praca,zdania,zdanie,zawodowe,3,5,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0195_the_cable_is_damaged,The cable is damaged,Przewód jest uszkodzony,A2,Praca,zdania,zdanie,zawodowe,3,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0196_the_camera_has_no_power,The camera has no power,Kamera nie ma zasilania,A2,Praca,zdania,zdanie,zawodowe,3,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0197_the_internet_connection_is_unstable,The internet connection is unstable,Połączenie internetowe jest niestabilne,A2,Praca,zdania,zdanie,zawodowe,3,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0198_i_have_finished_the_installation,I have finished the installation,Zakończyłem instalację,A2,Praca,zdania,zdanie,zawodowe,3,5,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
